避難場所_施設名称,地方公共団体コード,都道府県,指定市区町村名,所在地住所,緯度,経度,避難対象_洪水,避難対象_崖崩れ、土石流及び地滑り,避難対象_高潮,避難対象_地震,避難対象_津波,避難対象_大規模な火事,避難対象_内水氾濫,避難対象_火山現象,エレベーター有/避難スペースが１階,スロープ等,点字ブロック,だれでもトイレ,その他
多摩川河川敷公園,132152,東京都,国立市,東京都国立市谷保9543,35.679315,139.422433,0,0,0,1,0,1,0,0,0,0,0,0,
国立高等学校,132152,東京都,国立市,東京都国立市東4-25-1,35.68819,139.44834,1,0,0,0,0,0,1,0,0,0,0,0,
第五商業高等学校,132152,東京都,国立市,東京都国立市中3-4,35.68906,139.43994,1,0,0,0,0,0,1,0,0,1,0,1,
福生第一小学校,132187,東京都,福生市,東京都福生市福生1055,35.74222311,139.3255897,1,1,0,1,0,0,0,0,0,1,0,1,
福生第二小学校,132187,東京都,福生市,東京都福生市熊川623,35.72419472,139.336336,1,1,0,1,0,0,0,0,0,1,0,1,
福生第三小学校,132187,東京都,福生市,東京都福生市牛浜162,35.73606157,139.3355015,1,1,0,1,0,0,0,0,1,1,0,1,
福生第四小学校,132187,東京都,福生市,東京都福生市福生1290,35.74524742,139.3221197,1,1,0,1,0,0,0,0,0,1,0,1,
福生第五小学校,132187,東京都,福生市,東京都福生市南田園1-2-2,35.72101563,139.3319288,0,0,0,1,0,0,0,0,0,1,0,1,
福生第六小学校,132187,東京都,福生市,東京都福生市加美平1-9-1,35.74885205,139.3275633,1,1,0,1,0,0,0,0,0,1,0,1,
福生第七小学校,132187,東京都,福生市,東京都福生市北田園1-1-1,35.73216567,139.3277192,0,0,0,1,0,0,0,0,0,1,0,1,
福生第一中学校,132187,東京都,福生市,東京都福生市熊川845,35.73089594,139.3374113,1,1,0,1,0,0,0,0,1,1,0,1,
福生第二中学校,132187,東京都,福生市,東京都福生市加美平1-22-1,35.75187584,139.3267878,1,1,0,1,0,0,0,0,1,1,0,1,
福生第三中学校,132187,東京都,福生市,東京都福生市南田園3-1-1,35.72927577,139.3315981,0,0,0,1,0,0,0,0,1,1,0,1,
都立福生高等学校,132187,東京都,福生市,東京都福生市北田園2-11-3,35.7367116,139.3221464,0,1,0,1,0,0,0,0,1,0,0,1,
都立多摩工業高等学校,132187,東京都,福生市,東京都福生市熊川215,35.7160119,139.3387463,1,1,0,1,0,0,0,0,1,0,0,1,
加美平公園,132187,東京都,福生市,東京都福生市加美平1-21,35.7507546,139.3271651,1,1,0,1,0,0,0,0,0,0,0,0,
もくせい公園,132187,東京都,福生市,東京都福生市福生2148-1,35.7433667,139.3304985,1,1,0,1,0,0,0,0,0,0,0,0,
わらつけ公園,132187,東京都,福生市,東京都福生市福生2151-12,35.743814,139.336704,1,1,0,1,0,0,0,0,0,0,0,0,
福生公園,132187,東京都,福生市,東京都福生市牛浜163,35.7337513,139.337104,1,1,0,1,0,0,0,0,0,0,0,0,
福東公園,132187,東京都,福生市,東京都福生市熊川1620,35.723233,139.349437,1,1,0,1,0,0,0,0,0,0,0,0,
明神下公園,132187,東京都,福生市,東京都福生市南田園1-12-1,35.7240162,139.3304743,0,1,0,1,0,0,0,0,0,0,0,0,
睦公園,132187,東京都,福生市,東京都福生市熊川422-1,35.720249,139.338648,1,1,0,1,0,0,0,0,0,0,0,0,
牛一公園,132187,東京都,福生市,東京都福生市牛浜59-2,35.734841,139.331141,1,1,0,1,0,0,0,0,0,0,0,0,
ひふみ公園,132187,東京都,福生市,東京都福生市本町25-4,35.7393949,139.329357,1,1,0,1,0,0,0,0,0,0,0,0,
原ヶ谷戸児童公園,132187,東京都,福生市,東京都福生市福生2250-11,35.7415642,139.3344483,1,1,0,1,0,0,0,0,0,0,0,0,
フレンドシップパーク,132187,東京都,福生市,東京都福生市福生2351-11,35.739014,139.338292,1,1,0,1,0,0,0,0,0,0,0,0,
熊牛公園,132187,東京都,福生市,東京都福生市熊川929-5,35.731954,139.335119,1,1,0,1,0,0,0,0,0,0,0,0,
武蔵野台東公園,132187,東京都,福生市,東京都福生市武蔵野台1-14,35.7470857,139.3329038,1,1,0,1,0,0,0,0,0,0,0,0,
福東少年野球場,132187,東京都,福生市,東京都福生市熊川1608,35.7228947,139.3508896,1,1,0,1,0,0,0,0,0,0,0,0,
福栄ミレニアムパーク,132187,東京都,福生市,東京都福生市熊川1143-1,35.730527,139.340548,1,1,0,1,0,0,0,0,0,0,0,0,
福東トモダチ公園,132187,東京都,福生市,東京都福生市熊川1573-1,35.725253,139.351761,1,1,0,1,0,0,0,0,0,0,0,0,
玉川上水緑地日光橋公園,132187,東京都,福生市,東京都福生市熊川1386-1,35.723492,139.343048,1,1,0,1,0,0,0,0,0,0,0,0,
みずくらいど公園,132187,東京都,福生市,東京都福生市熊川1359-1,35.723492,139.343048,1,1,0,1,0,0,0,0,0,0,0,0,
多摩川緑地福生南公園,132187,東京都,福生市,東京都福生市南田園1-1-1,35.7197612,139.3308995,0,0,0,1,0,1,0,0,0,0,0,0,
多摩川緑地福生柳山公園,132187,東京都,福生市,東京都福生市北田園2-8-2,35.738942,139.319397,0,1,0,1,0,1,0,0,0,0,0,0,
多摩川緑地福生かに坂公園,132187,東京都,福生市,東京都福生市福生1185-15,35.744247,139.317982,0,0,0,1,0,1,0,0,0,0,0,0,
多摩川中央公園,132187,東京都,福生市,東京都福生市北田園1先,35.728024,139.327591,0,1,0,1,0,1,0,0,0,0,0,0,
狛江第一小学校,132195,東京都,狛江市,東京都狛江市和泉本町1-37-1,35.6371889,139.5779019,1,1,0,1,0,0,1,0,0,1,1,1,
狛江第三小学校,132195,東京都,狛江市,東京都狛江市猪方1-11-1,35.6281016,139.5850546,1,1,0,1,0,0,1,0,1,1,1,1,
狛江第五小学校,132195,東京都,狛江市,東京都狛江市東野川1-35-13,35.6438879,139.5818065,1,1,0,1,0,0,1,0,0,1,0,1,
狛江第六小学校,132195,東京都,狛江市,東京都狛江市駒井町1-21-1,35.6245828,139.5852048,1,1,0,1,0,0,1,0,0,1,0,1,
和泉小学校,132195,東京都,狛江市,東京都狛江市中和泉3-33-1,35.6347199,139.5683199,1,1,0,1,0,0,1,0,1,1,1,1,自動ドア
緑野小学校,132195,東京都,狛江市,東京都狛江市和泉本町4-3-1,35.6416993,139.5710301,1,1,0,1,0,0,1,0,1,1,1,1,
狛江第一中学校,132195,東京都,狛江市,東京都狛江市和泉本町2-15-1,35.6411244,139.5777988,1,1,0,1,0,0,1,0,1,1,1,1,
狛江第二中学校,132195,東京都,狛江市,東京都狛江市猪方2-7-1,35.627224,139.5832687,1,1,0,1,0,0,1,0,1,1,1,1,自動ドア
狛江第三中学校,132195,東京都,狛江市,東京都狛江市元和泉1-23-1,35.6299513,139.5745223,1,1,0,1,0,0,1,0,1,1,1,1,
狛江第四中学校,132195,東京都,狛江市,東京都狛江市東野川4-1-1,35.6454682,139.5821453,1,1,0,1,0,0,1,0,1,1,1,1,
市民グランド,132195,東京都,狛江市,東京都狛江市和泉本町2-15-2,35.6404412,139.5792237,0,1,0,1,0,0,0,0,0,0,0,1,
西和泉グランド,132195,東京都,狛江市,東京都狛江市西和泉1-16-1,35.639091,139.565356,0,1,0,1,0,0,0,0,0,0,0,0,
前原公園,132195,東京都,狛江市,東京都狛江市西野川3-11-1,35.6448461,139.5700772,0,1,0,1,0,0,0,0,0,0,0,1,
都営団地（公園）,132195,東京都,狛江市,東京都狛江市和泉本町4-7,35.6437851,139.5704106,0,1,0,1,0,0,0,0,0,1,0,0,
多摩川住宅（公園）,132195,東京都,狛江市,東京都狛江市西和泉1・2丁目,35.63723,139.563672,0,1,0,1,0,0,0,0,0,0,0,0,
上和泉地域センター,132195,東京都,狛江市,東京都狛江市和泉本町4-7-51,35.645229,139.567988,1,1,0,0,0,0,1,0,1,1,1,1,自動ドア・オストメイト設備・補聴設備
都立狛江高等学校,132195,東京都,狛江市,東京都狛江市元和泉3-9-1,35.6274323,139.5705618,0,1,0,1,0,0,1,0,0,1,0,1,
多摩川左岸一帯,132195,東京都,狛江市,東京都狛江市元和泉3丁目～駒井町3丁目,35.62441938,139.5725885,0,1,0,1,0,0,0,0,0,1,0,0,
西河原公園,132195,東京都,狛江市,東京都狛江市元和泉2-38-1,35.632729,139.567065,0,1,0,1,0,0,0,0,0,1,1,1,
防衛省共済組合狛江スポーツセンター,132195,東京都,狛江市,東京都狛江市元和泉2-30,35.6322898,139.5684839,0,1,0,1,0,0,0,0,0,0,0,0,
狛江こだま幼稚園,132195,東京都,狛江市,東京都狛江市中和泉3-14-8,35.6375916,139.5686724,0,1,0,1,0,0,0,0,1,1,0,1,
狛江みずほ幼稚園,132195,東京都,狛江市,東京都狛江市岩戸南4-14-1,35.6265214,139.5902486,0,1,0,1,0,0,0,0,1,1,0,0,授乳室・オストメイト設備・大型ベッド・ベビーベッド
子鹿幼稚園,132195,東京都,狛江市,東京都狛江市東野川3-17-1,35.6461014,139.5846116,0,1,0,1,0,0,0,0,1,1,0,1,
中央公民館,132195,東京都,狛江市,東京都狛江市和泉本町１-１-５,35.635065,139.578162,1,1,0,0,0,0,1,0,1,1,1,1,
ユニディ狛江店（駐車場）,132195,東京都,狛江市,東京都狛江市和泉本町４-６-３,35.643294,139.570692,1,1,0,1,0,0,1,0,0,0,0,0,
ニトリ狛江ショッピングセンター（駐車場）,132195,東京都,狛江市,東京都狛江市岩戸南２－４－３,35.632608,139.5877,1,1,0,1,0,0,1,0,0,0,0,0,
上仲原公園,132209,東京都,東大和市,東京都東大和市向原1-1,35.7418475,139.4436363,0,0,0,1,0,1,0,0,0,0,0,0,
桜が丘市民広場,132209,東京都,東大和市,東京都東大和市桜が丘2-142-2,35.735587,139.426027,0,0,0,1,0,1,0,0,0,0,0,0,
東大和南公園,132209,東京都,東大和市,東京都東大和市桜が丘2-106-2,35.7335122,139.424591,0,0,0,1,0,1,0,0,0,0,0,0,
都立東大和南高校,132209,東京都,東大和市,東京都東大和市桜が丘3-44-8,35.73194843,139.423397,0,0,0,1,0,1,0,0,0,0,0,0,
都立東大和高校,132209,東京都,東大和市,東京都東大和市中央3-945,35.74522096,139.4245604,0,0,0,1,0,1,0,0,0,0,0,0,
東大和市立第一中学校,132209,東京都,東大和市,東京都東大和市奈良橋3-530,35.75135,139.428,0,0,0,1,0,1,0,0,0,0,0,0,
東大和市立第二中学校,132209,東京都,東大和市,東京都東大和市南街3-60-4,35.7396087,139.4286173,0,0,0,1,0,1,0,0,0,0,0,0,
東大和市立第三中学校,132209,東京都,東大和市,東京都東大和市仲原2-7,35.74432352,139.441756,0,0,0,1,0,1,0,0,0,0,0,0,
東大和市立第四中学校,132209,東京都,東大和市,東京都東大和市立野2-6-2,35.74492883,139.4182849,0,0,0,1,0,1,0,0,0,0,0,0,
東大和市立第五中学校,132209,東京都,東大和市,東京都東大和市芋窪5-1119,35.74821842,139.4169349,0,0,0,1,0,1,0,0,0,1,0,0,
東大和市立第一小学校,132209,東京都,東大和市,東京都東大和市奈良橋4-573,35.7514103,139.425981,0,0,0,1,0,1,0,0,0,1,0,0,
東大和市立第二小学校,132209,東京都,東大和市,東京都東大和市南街3-61-2,35.73845685,139.4294883,0,0,0,1,0,1,0,0,0,1,0,0,
東大和市立第三小学校,132209,東京都,東大和市,東京都東大和市清原4-1312-2,35.74007412,139.4463788,0,0,0,1,0,1,0,0,0,0,0,0,
東大和市立第四小学校,132209,東京都,東大和市,東京都東大和市狭山5-1038,35.74858902,139.4411259,0,0,0,1,0,1,0,0,0,1,0,0,
東大和市立第五小学校,132209,東京都,東大和市,東京都東大和市向原1-11,35.7407449,139.4408492,0,0,0,1,0,1,0,0,0,0,0,0,
東大和市立第六小学校,132209,東京都,東大和市,東京都東大和市仲原1-5-1,35.74446055,139.4434768,0,0,0,1,0,1,0,0,0,0,0,0,
東大和市立第七小学校,132209,東京都,東大和市,東京都東大和市芋窪5-1171,35.75024213,139.414687,0,0,0,1,0,1,0,0,0,0,0,0,
東大和市立第八小学校,132209,東京都,東大和市,東京都東大和市立野3-1255,35.74138934,139.4224917,0,0,0,1,0,1,0,0,0,0,0,0,
東大和市立第九小学校,132209,東京都,東大和市,東京都東大和市蔵敷2-546,35.75193108,139.4199425,0,0,0,1,0,1,0,0,0,0,0,0,
東大和市立第十小学校,132209,東京都,東大和市,東京都東大和市上北台3-399,35.74184104,139.4130885,0,0,0,1,0,1,0,0,0,0,0,0,
東京街道団地中央公園,132209,東京都,東大和市,東京都東大和市清原3-1,35.741619,139.448044,0,0,0,1,0,1,0,0,0,0,0,0,
向原中央広場,132209,東京都,東大和市,東京都東大和市向原3-10,35.739822,139.435532,0,0,0,1,0,1,0,0,0,0,0,0,
中央公園,132217,東京都,清瀬市,東京都清瀬市梅園1-613,35.774156,139.510089,1,1,0,1,0,1,1,1,0,0,0,0,
竹丘公園,132217,東京都,清瀬市,東京都清瀬市竹丘3-691-6,35.764807,139.50601,1,1,0,1,0,1,1,1,0,0,0,0,
金山緑地公園,132217,東京都,清瀬市,東京都清瀬市中里4-650,35.7884459,139.5220006,0,0,0,1,0,1,1,1,0,0,0,0,
神山公園,132217,東京都,清瀬市,東京都清瀬市中清戸3-235,35.775909,139.531173,1,1,0,1,0,1,1,1,0,0,0,0,
下宿運動公園,132217,東京都,清瀬市,東京都清瀬市下宿2-524-1,35.79806844,139.5337618,0,1,0,1,0,1,1,1,0,0,0,0,
下宿第二運動公園,132217,東京都,清瀬市,東京都清瀬市下宿2-579-4,35.801671,139.536445,0,1,0,1,0,1,1,1,0,0,0,0,
清瀬内山運動公園,132217,東京都,清瀬市,東京都清瀬市下宿3-1375,35.8042869,139.5414679,0,1,0,1,0,1,1,1,0,0,0,0,
コミュニティプラザひまわり,132217,東京都,清瀬市,東京都清瀬市下清戸1-212-4,35.7781622,139.5387323,1,1,0,1,0,1,1,1,1,1,1,1,
都立清瀬高等学校,132217,東京都,清瀬市,東京都清瀬市松山3-1-56,35.7696988,139.5148735,1,1,0,1,0,1,1,1,0,0,0,0,
都職員共済組合清瀬運動場,132217,東京都,清瀬市,東京都清瀬市竹丘3-10-5,35.763279,139.501764,1,1,0,1,0,1,1,1,0,0,0,0,
東星学園,132217,東京都,清瀬市,東京都清瀬市梅園3-14-47,35.7740371,139.5018051,1,1,0,1,0,1,1,1,0,0,0,0,
日本社会事業大学,132217,東京都,清瀬市,東京都清瀬市竹丘3-10-30,35.766493,139.507336,1,1,0,1,0,1,1,1,0,0,0,0,
明治薬科大学,132217,東京都,清瀬市,東京都清瀬市野塩2-522-1,35.781311,139.5065657,0,1,0,1,0,1,1,1,0,0,0,0,
国立看護大学校,132217,東京都,清瀬市,東京都清瀬市梅園1-2-1,35.77344366,139.5085641,1,1,0,1,0,1,1,1,0,0,0,0,
都立清瀬特別支援学校,132217,東京都,清瀬市,東京都清瀬市松山3-1-97,35.76896,139.5115294,1,1,0,1,0,1,1,1,1,1,0,1,
清瀬小学校,132217,東京都,清瀬市,東京都清瀬市中里5-741,35.78498395,139.5256729,1,1,0,1,0,1,1,1,1,1,0,0,
芝山小学校,132217,東京都,清瀬市,東京都清瀬市元町2-16-8,35.77521168,139.51087,1,1,0,1,0,1,1,1,1,1,1,1,
第三小学校,132217,東京都,清瀬市,東京都清瀬市竹丘1-15-4,35.76827667,139.510429,1,1,0,1,0,1,1,1,1,1,1,1,
第四小学校,132217,東京都,清瀬市,東京都清瀬市中里2-1471,35.78270023,139.5100041,1,1,0,1,0,1,1,1,1,1,1,1,
第六小学校,132217,東京都,清瀬市,東京都清瀬市梅園2-9-45,35.77156206,139.5045279,1,1,0,1,0,1,1,1,1,1,1,1,
第七小学校,132217,東京都,清瀬市,東京都清瀬市松山3-1-92,35.76777983,139.5127427,1,1,0,1,0,1,1,1,1,1,1,1,
第八小学校,132217,東京都,清瀬市,東京都清瀬市中清戸4-1070,35.78717645,139.5310443,1,1,0,1,0,1,1,1,1,1,1,1,
第十小学校,132217,東京都,清瀬市,東京都清瀬市中清戸1-454-14,35.77487055,139.5277113,1,1,0,1,0,1,1,1,1,1,0,1,
清明小学校,132217,東京都,清瀬市,東京都清瀬市旭が丘2-8-1,35.79642776,139.5395706,1,1,0,1,0,1,1,1,1,1,1,1,
清瀬中学校,132217,東京都,清瀬市,東京都清瀬市中里5-624,35.78503315,139.5245573,1,1,0,1,0,1,1,1,1,1,1,1,
第二中学校,132217,東京都,清瀬市,東京都清瀬市梅園2-9-15,35.77283379,139.5047916,1,1,0,1,0,1,1,1,1,1,1,1,
第三中学校,132217,東京都,清瀬市,東京都清瀬市旭が丘1-262,35.79137367,139.5350325,1,1,0,1,0,1,1,1,1,1,1,1,
第四中学校,132217,東京都,清瀬市,東京都清瀬市野塩3-2-3,35.77851882,139.5077968,1,1,0,1,0,1,1,1,1,1,0,1,
第五中学校,132217,東京都,清瀬市,東京都清瀬市中清戸3-258-1,35.77476753,139.5338364,1,1,0,1,0,1,1,1,1,1,1,1,
第一小学校,132225,東京都,東久留米市,東京都東久留米市中央町6-8-1,35.75393962,139.5161229,1,0,0,1,0,1,1,0,1,1,0,1,
第二小学校,132225,東京都,東久留米市,東京都東久留米市新川町1-14-6,35.75946211,139.5381244,1,0,0,1,0,1,1,0,1,1,0,0,
第三小学校,132225,東京都,東久留米市,東京都東久留米市中央町1-16-1,35.75712237,139.5244774,1,0,0,1,0,1,1,0,1,1,0,0,
第五小学校,132225,東京都,東久留米市,東京都東久留米市南沢4-6-1,35.74660568,139.528434,1,0,0,1,0,1,1,0,0,0,0,0,
第六小学校,132225,東京都,東久留米市,東京都東久留米市金山町1-17-1,35.76887329,139.5374393,1,0,0,1,0,1,1,0,1,1,0,0,
第七小学校,132225,東京都,東久留米市,東京都東久留米市滝山7-26-30,35.74990472,139.5040457,1,0,0,1,0,1,1,0,1,1,0,0,
第九小学校,132225,東京都,東久留米市,東京都東久留米市滝山3-2-30,35.74203374,139.507813,0,0,0,1,0,1,0,0,1,1,0,0,
第十小学校,132225,東京都,東久留米市,東京都東久留米市柳窪5-9-43,35.75065556,139.4928538,0,0,0,1,0,1,0,0,1,1,0,0,
小山小学校,132225,東京都,東久留米市,東京都東久留米市小山5-5-4,35.76489277,139.5185977,1,0,0,1,0,1,1,0,1,1,0,0,
神宝小学校,132225,東京都,東久留米市,東京都東久留米市神宝町1-6-7,35.76680788,139.5438041,1,0,0,1,0,1,1,0,1,1,0,0,
南町小学校,132225,東京都,東久留米市,東京都東久留米市南町3-2-23,35.74119398,139.5240779,1,0,0,1,0,1,1,0,1,1,0,0,
本村小学校,132225,東京都,東久留米市,東京都東久留米市野火止3-5-1,35.76014848,139.5077117,0,0,0,1,0,1,0,0,1,1,0,0,
旧下里小学校,132225,東京都,東久留米市,東京都東久留米市下里3-11-25,35.75151305,139.4986346,0,0,0,1,0,1,0,0,1,1,0,0,
東中学校,132225,東京都,東久留米市,東京都東久留米市上の原2-1-40,35.7712605,139.5468095,1,0,0,1,0,1,1,0,1,1,0,0,
西中学校,132225,東京都,東久留米市,東京都東久留米市滝山2-3-23,35.74673166,139.5084863,1,0,0,1,0,1,1,0,1,1,0,0,
南中学校,132225,東京都,東久留米市,東京都東久留米市学園町2-1-23,35.74946771,139.5345614,1,0,0,1,0,1,1,0,1,1,0,0,
下里中学校,132225,東京都,東久留米市,東京都東久留米市下里3-21-1,35.7515531,139.4997179,0,0,0,1,0,1,0,0,0,0,0,0,
中央中学校,132225,東京都,東久留米市,東京都東久留米市中央町5-7-65,35.74995495,139.5162067,1,0,0,1,0,1,1,0,1,1,0,0,
東久留米市スポーツセンター,132225,東京都,東久留米市,東京都東久留米市大門町2-14-37,35.7622587,139.5443016,0,0,0,1,0,1,0,0,1,1,0,0,
都立東久留米総合高等学校,132225,東京都,東久留米市,東京都東久留米市幸町5-8-46,35.76241792,139.5188948,0,0,0,1,0,1,0,0,1,1,0,0,
都立久留米西高等学校,132225,東京都,東久留米市,東京都東久留米市野火止2-1-44,35.76176765,139.5128288,0,0,0,1,0,1,0,0,1,1,0,0,
自由学園,132225,東京都,東久留米市,東京都東久留米市学園町1-8-15,35.75430936,139.5377527,1,0,0,1,0,1,1,0,1,1,0,0,
クリスチャン・アカデミー・イン・ジャパン,132225,東京都,東久留米市,東京都東久留米市新川町1-2-14,35.75887794,139.5363472,1,0,0,1,0,1,1,0,1,1,0,0,
学芸大学付属特別支援学校,132225,東京都,東久留米市,東京都東久留米市氷川台1-6-1,35.7647247,139.5305667,0,0,0,1,0,1,0,0,1,1,0,0,
大門中学校,132225,東京都,東久留米市,東京都東久留米市大門町2-13-8,35.7628558,139.5436322,0,0,0,1,0,1,0,0,0,0,0,0,
柳泉園組合グランド,132225,東京都,東久留米市,東京都東久留米市下里4-3-10,35.7547585,139.4944952,0,0,0,1,0,1,0,0,0,0,0,0,
滝山公園,132225,東京都,東久留米市,東京都東久留米市滝山2-4,35.7455653,139.5100302,0,0,0,1,0,1,0,0,0,0,0,0,
不動橋広場,132225,東京都,東久留米市,東京都東久留米市浅間町1-17,35.758226,139.538917,0,0,0,1,0,1,0,0,0,0,0,0,
小山台遺跡公園,132225,東京都,東久留米市,東京都東久留米市小山1-10,35.7644996,139.5292085,0,0,0,1,0,1,0,0,0,0,0,0,
下里本邑遺跡公園,132225,東京都,東久留米市,東京都東久留米市野火止3-4,35.761147,139.508896,0,0,0,1,0,1,0,0,0,0,0,0,
浄牧院･新川第２広場,132225,東京都,東久留米市,東京都東久留米市大門町1-3-4,35.7637083,139.5384771,0,0,0,1,0,1,0,0,0,0,0,0,
都立六仙公園,132225,東京都,東久留米市,東京都東久留米市中央町3,35.749933,139.522754,0,0,0,1,0,1,0,0,0,0,0,0,
第一小学校,132233,東京都,武蔵村山市,東京都武蔵村山市本町1-1-11,35.75453476,139.38809,1,1,0,1,0,1,1,0,0,0,0,0,
第二小学校,132233,東京都,武蔵村山市,東京都武蔵村山市三ツ木2-12-2,35.75793104,139.3739368,1,1,0,1,0,1,1,0,0,0,0,0,
第三小学校,132233,東京都,武蔵村山市,東京都武蔵村山市中藤1-36-1,35.75666603,139.3977958,1,1,0,1,0,1,1,0,0,0,0,0,
第七小学校,132233,東京都,武蔵村山市,東京都武蔵村山市大南2-78-1,35.73967361,139.4018945,1,1,0,1,0,1,1,0,0,0,0,0,
第八小学校,132233,東京都,武蔵村山市,東京都武蔵村山市三ツ藤2-50-1,35.750211,139.3762,1,1,0,1,0,1,1,0,0,0,0,0,
第九小学校,132233,東京都,武蔵村山市,東京都武蔵村山市学園1-85-1,35.74764436,139.3939876,1,1,0,1,0,1,1,0,0,0,0,0,
第十小学校,132233,東京都,武蔵村山市,東京都武蔵村山市残堀5-100-1,35.75282704,139.3669411,1,1,0,1,0,1,1,0,0,0,0,0,
雷塚小学校,132233,東京都,武蔵村山市,東京都武蔵村山市学園4-6-1,35.74561673,139.4017981,1,1,0,1,0,1,1,0,0,0,0,0,
第一中学校,132233,東京都,武蔵村山市,東京都武蔵村山市本町2-76-1,35.75489947,139.381629,1,1,0,1,0,1,1,0,0,0,0,0,
第三中学校,132233,東京都,武蔵村山市,東京都武蔵村山市神明4-117-1,35.74969562,139.4040644,1,1,0,1,0,1,1,0,0,0,0,0,
第四中学校,132233,東京都,武蔵村山市,東京都武蔵村山市大南2-79-1,35.73989792,139.4005508,1,1,0,1,0,1,1,0,0,0,0,0,
第五中学校,132233,東京都,武蔵村山市,東京都武蔵村山市残堀5-55,35.75336968,139.3691364,1,1,0,1,0,1,1,0,0,0,0,0,
小中一貫校村山学園,132233,東京都,武蔵村山市,東京都武蔵村山市緑が丘1460,35.7434773,139.4078867,1,1,0,1,0,1,1,0,0,0,0,0,
山王森公園,132233,東京都,武蔵村山市,東京都武蔵村山市三ツ藤3-27,35.7561302,139.3706174,1,1,0,1,0,1,1,0,0,0,0,0,
雷塚公園,132233,東京都,武蔵村山市,東京都武蔵村山市学園4-4,35.7447241,139.3998152,1,1,0,1,0,1,1,0,0,0,0,0,
オカネ塚公園,132233,東京都,武蔵村山市,東京都武蔵村山市緑が丘1619,35.745652,139.408843,1,1,0,1,0,1,1,0,0,0,0,0,
大南公園,132233,東京都,武蔵村山市,東京都武蔵村山市緑が丘2542,35.7389167,139.4077202,1,1,0,1,0,1,1,0,0,0,0,0,
伊奈平公園,132233,東京都,武蔵村山市,東京都武蔵村山市伊奈平5-84,35.7401405,139.3712734,1,1,0,1,0,1,1,0,0,0,0,0,
経塚向公園,132233,東京都,武蔵村山市,東京都武蔵村山市中原2-50-16,35.7545356,139.3600629,1,1,0,1,0,1,1,0,0,0,0,0,
中原公園,132233,東京都,武蔵村山市,東京都武蔵村山市中原2-21-4,35.7568549,139.3632931,1,1,0,1,0,1,1,0,0,0,0,0,
大南東公園,132233,東京都,武蔵村山市,東京都武蔵村山市大南5-2-4,35.7377501,139.4047205,1,1,0,1,0,1,1,0,0,0,0,0,
三ツ藤南公園,132233,東京都,武蔵村山市,東京都武蔵村山市三ツ藤1-77-1,35.7489453,139.380614,1,1,0,1,0,1,1,0,0,0,0,0,
小山内運動広場,132233,東京都,武蔵村山市,東京都武蔵村山市岸2-13-4,35.7646068,139.3653121,1,1,0,1,0,1,1,0,0,0,0,0,
シドメ久保運動広場,132233,東京都,武蔵村山市,東京都武蔵村山市残堀2-61-1,35.7460314,139.3705594,1,1,0,1,0,1,1,0,0,0,0,0,
三ツ木地域運動場,132233,東京都,武蔵村山市,東京都武蔵村山市三ツ木1-15-2,35.7566054,139.3784695,1,1,0,1,0,1,1,0,0,0,0,0,
原山地域運動場,132233,東京都,武蔵村山市,東京都武蔵村山市中央2-85-1,35.7519786,139.39316,1,1,0,1,0,1,1,0,0,0,0,0,
残堀・伊奈平地域運動場,132233,東京都,武蔵村山市,東京都武蔵村山市残堀4-21-1,35.74808518,139.3691009,1,1,0,1,0,1,1,0,0,0,0,0,
総合運動公園運動場（第一）,132233,東京都,武蔵村山市,東京都武蔵村山市岸3-45-6,35.7648236,139.3720579,1,1,0,1,0,1,1,0,0,0,0,0,
総合運動公園運動場（第二）,132233,東京都,武蔵村山市,東京都武蔵村山市岸3-45-6,35.7648236,139.3720579,1,1,0,1,0,1,1,0,0,0,0,0,
野山北公園運動場,132233,東京都,武蔵村山市,東京都武蔵村山市本町5-31-1,35.7637797,139.3844521,1,1,0,1,0,1,1,0,0,0,0,0,
カマキリ公園,132233,東京都,武蔵村山市,東京都武蔵村山市緑が丘1460,35.742684,139.407712,1,1,0,1,0,1,1,0,0,0,0,0,
市民総合センター,132233,東京都,武蔵村山市,東京都武蔵村山市学園4-5-1,35.7462267,139.403259,1,1,0,1,0,1,1,0,0,0,0,0,
総合体育館,132233,東京都,武蔵村山市,東京都武蔵村山市岸3-45-6,35.764788,139.371992,1,1,0,1,0,1,1,0,0,0,0,0,
総合運動公園運動場（第三）,132233,東京都,武蔵村山市,東京都武蔵村山市岸3-45-6,35.765235,139.372901,1,1,0,1,0,1,1,0,0,0,0,0,
プリンスの丘公園,132233,東京都,武蔵村山市,東京都武蔵村山市榎1-1-12,35.743147,139.387752,1,1,0,1,0,1,1,0,0,0,0,0,
横田児童遊園,132233,東京都,武蔵村山市,東京都武蔵村山市本町4-41-2,35.758834,139.386525,1,1,0,1,0,1,1,0,0,0,0,0,
新大南運動広場,132233,東京都,武蔵村山市,東京都武蔵村山市大南3-64-1,35.736688,139.403172,1,1,0,1,0,1,1,0,0,0,0,0,
多摩第一小学校校庭,132241,東京都,多摩市,東京都多摩市関戸3-2-23,35.6478665,139.4389737,0,0,0,1,0,1,0,0,0,0,0,0,
多摩第二小学校校庭,132241,東京都,多摩市,東京都多摩市和田75,35.6140088,139.4180962,0,0,0,1,0,1,0,0,0,0,0,0,
